1180,Alvarez E.
1181,Silva D.
1182,Awadhy O.
1183,Viola M.
1184,Soderling R.
1185,Volandri F.
1186,Schwartzman D.
1187,Prinosil D.
1188,Radic M.
1189,Motomura G.
1190,Nadal Parera R.
1191,Widom T.
1192,Scherrer J.C.
1193,Tebbutt M.
1194,Reid M.
1195,Moya C.
1196,Trungelliti M.
1197,Waske A.
1198,Sekulic M.
1199,Yoon Y.
1200,Ondruska M.
1201,Bogomolov Jr.A.
1202,Abel M.
1203,Balleret B.
1204,Hilton M.
1205,Bruguera S.
1206,Uppal V.
1207,Pretzsch A.
1208,Faurel J.C.
1209,Klahn B.
1210,Henman T.
1211,Golmard J.
1212,Witt A.
1213,Kornienko I.
1214,Jenkins S.
1215,Burgsmuller L.
1216,Hantschek M.
1217,Matsukevitch D.
1218,Kicker N.
1219,Granollers G.
1220,Viola Mat.
1221,Monteiro T.
1222,Rochus O.
1223,Lee M.
1224,Sultan Khalfan A.
1225,Lindell C.
1226,Artunedo Martinavarro A.
1227,Jones G.D.
1228,Idmbarek Y.
1229,Gulbis E.
1230,Bai Y.
1231,Opelka R.
1232,Guzman J.P.
1233,Caldwell D.
1234,Davletshin V.
1235,Kern R.
1236,Veger F.
1237,Hippensteel K.
1238,Sabau R.
1239,Kim K.
1240,Van Lottum J.
1241,Zib T.
1242,Hanescu V.
1243,Baccanello P.
1244,Adaktusson J.
1245,Cecchinato M.
1246,Souza J.
1247,Machado R.
1248,Bryan B.
1249,Vik R.
1250,Thron A.
1251,Matosevic M.
1252,Andreozzi G.
1253,Gao X.
1254,Wassen R.
1255,Massa E.
1256,Guccione A.
1257,Kudryavtsev A.
1258,Elias G.
1259,Granollers Pujol G.
1260,Galan D.E.
1261,Krawietz K.
1262,Hirigoyen I.
1263,Nedovyesov A.
1264,Schiessling T.
1265,Schuettler R.
1266,Oncins J.
1267,Gruber K.
1268,Kuznetsov Al.
1269,Larkham T.
1270,Inglot D.
1271,Kuzmanov D.
1272,Mektic N.
1273,Zabaleta M.
1274,Cipolla F.
1275,Berta D.
1276,Schalken S.
1277,Guez D.
1278,Lopez Jaen M.A.
1279,Puetz T.
1280,Klec I.
1281,Sanchez J.
1282,Minar J.
1283,Naso G.
1284,Udomchoke D.
1285,Burniol G.
1286,Agostinelli B.
1287,Carreno Busta P.
1288,Kokkinakis T.
1289,Bellier A.
1290,Aldi F.
1291,Dutra Da Silva R.
1292,Galvani S.
1293,Kafelnikov Y.
1294,Williams R.
1295,Browne F.
1296,Gimelstob J.
